"","WORDSUM","AGE","SEX","RACE","EDUC","YEAR","B.YEAR"
"14108","10","57","FEMALE","WHITE","18",1991,NA
"14109","2","35","MALE","WHITE","14",1991,NA
"14111","9","35","MALE","WHITE","16",1991,NA
"14114","6","70","FEMALE","WHITE","12",1991,NA
"14116","3","21","FEMALE","OTHER","11",1991,NA
"14117","6","34","FEMALE","WHITE","12",1991,NA
"14119","2","33","MALE","WHITE","13",1991,NA
"14120","9","31","FEMALE","WHITE","16",1991,NA
"14121","8","50","FEMALE","WHITE","12",1991,NA
"14123","2","46","FEMALE","WHITE","11",1991,NA
"14125","5","34","FEMALE","OTHER","11",1991,NA
"14127","1","71","FEMALE","BLACK","11",1991,NA
"14128","5","37","FEMALE","BLACK","12",1991,NA
"14130","4","61","MALE","BLACK","12",1991,NA
"14131","5","50","FEMALE","BLACK","14",1991,NA
"14134","7","39","MALE","BLACK","16",1991,NA
"14135","10","80","FEMALE","WHITE","14",1991,NA
"14137","5","61","FEMALE","WHITE","12",1991,NA
"14140","10","59","MALE","WHITE","16",1991,NA
"14143","7","33","FEMALE","WHITE","18",1991,NA
"14144","9","43","MALE","WHITE","16",1991,NA
"14145","10","23","MALE","WHITE","12",1991,NA
"14146","2","20","MALE","WHITE","11",1991,NA
"14148","7","36","FEMALE","WHITE","10",1991,NA
"14149","6","36","FEMALE","WHITE","12",1991,NA
"14153","2","35","FEMALE","WHITE","12",1991,NA
"14154","1","38","FEMALE","WHITE","12",1991,NA
"14155","5","24","FEMALE","WHITE","12",1991,NA
"14156","2","38","FEMALE","WHITE","8",1991,NA
"14157","7","58","FEMALE","WHITE","14",1991,NA
"14158","6","31","FEMALE","WHITE","9",1991,NA
"14159","6","71","FEMALE","WHITE","8",1991,NA
"14161","5","68","FEMALE","WHITE","12",1991,NA
"14162","6","33","MALE","WHITE","10",1991,NA
"14164","5","71","MALE","WHITE","12",1991,NA
"14166","2","72","FEMALE","BLACK","12",1991,NA
"14167","5","40","FEMALE","BLACK","14",1991,NA
"14168","5","43","MALE","BLACK","13",1991,NA
"14169","2","51","MALE","BLACK","12",1991,NA
"14172","4","85","FEMALE","BLACK","9",1991,NA
"14173","5","30","MALE","BLACK","11",1991,NA
"14175","8","35","MALE","WHITE","15",1991,NA
"14176","5","25","MALE","BLACK","16",1991,NA
"14178","9","42","FEMALE","WHITE","16",1991,NA
"14180","7","29","FEMALE","WHITE","16",1991,NA
"14181","5","60","MALE","WHITE","12",1991,NA
"14183","7","32","FEMALE","WHITE","19",1991,NA
"14184","8","34","FEMALE","WHITE","12",1991,NA
"14186","9","50","FEMALE","WHITE","14",1991,NA
"14187","10","46","FEMALE","WHITE","19",1991,NA
"14189","7","35","FEMALE","WHITE","16",1991,NA
"14190","3","33","FEMALE","BLACK","12",1991,NA
"14191","7","34","FEMALE","BLACK","12",1991,NA
"14194","7","59","MALE","BLACK","10",1991,NA
"14195","9","41","MALE","BLACK","13",1991,NA
"14196","8","44","FEMALE","WHITE","16",1991,NA
"14197","9","74","FEMALE","WHITE","12",1991,NA
"14199","8","71","FEMALE","WHITE","12",1991,NA
"14200","5","27","FEMALE","WHITE","17",1991,NA
"14202","5","20","FEMALE","BLACK","11",1991,NA
"14203","7","66","FEMALE","BLACK","14",1991,NA
"14204","6","40","MALE","BLACK","13",1991,NA
"14205","7","35","FEMALE","WHITE","16",1991,NA
"14207","7","43","MALE","WHITE","15",1991,NA
"14208","8","35","FEMALE","WHITE","13",1991,NA
"14213","6","42","MALE","WHITE","12",1991,NA
"14214","8","53","FEMALE","WHITE","10",1991,NA
"14215","9","36","FEMALE","WHITE","18",1991,NA
"14216","7","75","MALE","BLACK","12",1991,NA
"14218","5","21","FEMALE","BLACK","12",1991,NA
"14219","6","22","FEMALE","BLACK","10",1991,NA
"14220","9","42","FEMALE","BLACK","13",1991,NA
"14221","6","52","FEMALE","WHITE","14",1991,NA
"14223","9","56","FEMALE","WHITE","17",1991,NA
"14224","7","38","MALE","WHITE","19",1991,NA
"14225","6","41","FEMALE","WHITE","13",1991,NA
"14228","5","41","MALE","WHITE","15",1991,NA
"14230","5","22","MALE","WHITE","11",1991,NA
"14232","8","73","FEMALE","WHITE","12",1991,NA
"14234","8","32","MALE","WHITE","12",1991,NA
"14235","5","36","MALE","WHITE","12",1991,NA
"14237","7","44","FEMALE","WHITE","14",1991,NA
"14238","6","32","FEMALE","WHITE","14",1991,NA
"14240","5","54","FEMALE","OTHER","16",1991,NA
"14241","4","22","FEMALE","BLACK","11",1991,NA
"14247","3","27","FEMALE","WHITE","10",1991,NA
"14248","7","38","MALE","WHITE","13",1991,NA
"14249","4","37","FEMALE","WHITE","12",1991,NA
"14251","6","34","FEMALE","WHITE","9",1991,NA
"14252","6","38","MALE","WHITE","11",1991,NA
"14253","10","47","FEMALE","WHITE","18",1991,NA
"14254","9","47","MALE","WHITE","16",1991,NA
"14255","10","61","FEMALE","WHITE","16",1991,NA
"14261","2","26","MALE","WHITE","15",1991,NA
"14263","6","22","FEMALE","WHITE","15",1991,NA
"14265","9","21","FEMALE","WHITE","14",1991,NA
"14266","9","50","FEMALE","WHITE","18",1991,NA
"14267","4","26","FEMALE","WHITE","16",1991,NA
"14270","10","65","MALE","WHITE","20",1991,NA
"14274","9","31","MALE","WHITE","18",1991,NA
"14275","6","28","MALE","WHITE","16",1991,NA
"14276","10","32","FEMALE","WHITE","20",1991,NA
"14277","6","85","FEMALE","WHITE","10",1991,NA
"14278","9","33","FEMALE","WHITE","16",1991,NA
"14279","8","47","MALE","WHITE","20",1991,NA
"14282","7","22","MALE","WHITE","15",1991,NA
"14285","7","29","FEMALE","WHITE","18",1991,NA
"14286","8","21","FEMALE","BLACK","13",1991,NA
"14287","5","26","FEMALE","BLACK","15",1991,NA
"14289","7","22","FEMALE","BLACK","12",1991,NA
"14290","4","49","MALE","BLACK","12",1991,NA
"14292","4","68","MALE","BLACK","14",1991,NA
"14294","5","28","MALE","WHITE","12",1991,NA
"14295","8","25","FEMALE","WHITE","17",1991,NA
"14297","9","40","FEMALE","WHITE","17",1991,NA
"14299","1","24","MALE","BLACK","12",1991,NA
"14301","1","23","MALE","WHITE","5",1991,NA
"14302","8","23","MALE","WHITE","13",1991,NA
"14303","1","36","FEMALE","WHITE","9",1991,NA
"14304","5","41","MALE","BLACK","10",1991,NA
"14306","5","70","MALE","WHITE","12",1991,NA
"14307","6","28","FEMALE","WHITE","11",1991,NA
"14310","6","39","FEMALE","BLACK","16",1991,NA
"14311","7","27","MALE","WHITE","12",1991,NA
"14313","4","40","MALE","OTHER","17",1991,NA
"14314","3","27","FEMALE","WHITE","9",1991,NA
"14315","6","40","FEMALE","WHITE","16",1991,NA
"14316","7","21","MALE","WHITE","13",1991,NA
"14317","9","32","MALE","WHITE","14",1991,NA
"14319","6","39","FEMALE","WHITE","13",1991,NA
"14320","6","30","MALE","WHITE","16",1991,NA
"14321","7","47","MALE","WHITE","14",1991,NA
"14322","7","32","MALE","WHITE","19",1991,NA
"14323","6","48","MALE","OTHER","19",1991,NA
"14324","5","46","FEMALE","BLACK","9",1991,NA
"14326","5","73","FEMALE","BLACK","12",1991,NA
"14327","4","24","FEMALE","BLACK","12",1991,NA
"14330","4","27","FEMALE","WHITE","11",1991,NA
"14331","3","40","FEMALE","WHITE","10",1991,NA
"14333","4","43","MALE","WHITE","14",1991,NA
"14336","6","25","MALE","WHITE","16",1991,NA
"14338","6","55","FEMALE","WHITE","12",1991,NA
"14339","4","53","MALE","WHITE","9",1991,NA
"14341","9","35","MALE","WHITE","16",1991,NA
"14342","6","47","FEMALE","WHITE","12",1991,NA
"14343","7","61","FEMALE","WHITE","15",1991,NA
"14345","6","34","FEMALE","WHITE","16",1991,NA
"14346","6","70","FEMALE","WHITE","12",1991,NA
"14347","10","67","MALE","WHITE","12",1991,NA
"14348","9","35","FEMALE","WHITE","17",1991,NA
"14350","8","73","MALE","WHITE","14",1991,NA
"14351","6","35","FEMALE","WHITE","15",1991,NA
"14353","7","39","FEMALE","WHITE","13",1991,NA
"14354","8","33","FEMALE","WHITE","14",1991,NA
"14356","6","31","FEMALE","BLACK","12",1991,NA
"14358","5","30","MALE","BLACK","12",1991,NA
"14360","1","71","FEMALE","BLACK","8",1991,NA
"14362","4","26","FEMALE","WHITE","13",1991,NA
"14363","8","23","FEMALE","WHITE","16",1991,NA
"14365","4","87","MALE","WHITE","8",1991,NA
"14366","6","30","FEMALE","WHITE","14",1991,NA
"14368","5","80","FEMALE","WHITE","8",1991,NA
"14369","4","89 OR OLDER","FEMALE","WHITE","10",1991,NA
"14370","8","53","FEMALE","WHITE","12",1991,NA
"14371","6","62","FEMALE","WHITE","12",1991,NA
"14373","6","35","FEMALE","WHITE","16",1991,NA
"14374","7","36","FEMALE","WHITE","19",1991,NA
"14376","10","34","MALE","WHITE","17",1991,NA
"14377","5","33","FEMALE","WHITE","12",1991,NA
"14379","4","74","MALE","WHITE","14",1991,NA
"14380","9","37","FEMALE","WHITE","12",1991,NA
"14381","5","50","MALE","WHITE","17",1991,NA
"14382","6","52","FEMALE","WHITE","12",1991,NA
"14384","6","34","FEMALE","WHITE","14",1991,NA
"14386","6","53","MALE","WHITE","12",1991,NA
"14387","5","43","MALE","WHITE","14",1991,NA
"14391","5","39","MALE","BLACK","13",1991,NA
"14392","1","19","MALE","BLACK","9",1991,NA
"14394","9","73","MALE","WHITE","14",1991,NA
"14395","10","27","MALE","WHITE","14",1991,NA
"14397","9","66","FEMALE","WHITE","13",1991,NA
"14398","7","73","FEMALE","WHITE","12",1991,NA
"14399","10","41","FEMALE","WHITE","16",1991,NA
"14401","9","36","FEMALE","WHITE","16",1991,NA
"14402","9","52","MALE","WHITE","16",1991,NA
"14404","8","40","MALE","WHITE","14",1991,NA
"14405","6","29","MALE","WHITE","17",1991,NA
"14406","7","24","MALE","WHITE","16",1991,NA
"14407","6","40","MALE","WHITE","14",1991,NA
"14408","7","46","FEMALE","WHITE","12",1991,NA
"14410","10","39","FEMALE","WHITE","16",1991,NA
"14412","4","60","MALE","WHITE","16",1991,NA
"14413","8","64","FEMALE","WHITE","13",1991,NA
"14415","7","28","FEMALE","WHITE","16",1991,NA
"14416","7","69","MALE","WHITE","13",1991,NA
"14417","7","52","FEMALE","WHITE","14",1991,NA
"14418","8","36","MALE","WHITE","16",1991,NA
"14420","6","36","FEMALE","WHITE","16",1991,NA
"14421","5","76","MALE","WHITE","12",1991,NA
"14423","6","48","FEMALE","WHITE","12",1991,NA
"14424","7","52","MALE","WHITE","12",1991,NA
"14425","7","43","FEMALE","WHITE","12",1991,NA
"14426","7","30","FEMALE","WHITE","12",1991,NA
"14428","9","69","FEMALE","WHITE","12",1991,NA
"14429","10","72","FEMALE","WHITE","18",1991,NA
"14430","10","83","FEMALE","WHITE","14",1991,NA
"14431","5","54","FEMALE","WHITE","10",1991,NA
"14432","6","39","FEMALE","WHITE","13",1991,NA
"14434","7","76","MALE","WHITE","12",1991,NA
"14436","6","28","FEMALE","WHITE","12",1991,NA
"14437","5","34","MALE","WHITE","14",1991,NA
"14439","6","41","FEMALE","WHITE","13",1991,NA
"14441","4","55","MALE","WHITE","17",1991,NA
"14442","7","35","MALE","WHITE","9",1991,NA
"14443","2","68","MALE","BLACK","12",1991,NA
"14444","3","76","FEMALE","BLACK","15",1991,NA
"14446","6","31","MALE","WHITE","16",1991,NA
"14447","7","36","FEMALE","WHITE","12",1991,NA
"14449","3","49","FEMALE","OTHER","12",1991,NA
"14452","2","71","MALE","WHITE","7",1991,NA
"14453","6","40","FEMALE","WHITE","12",1991,NA
"14454","10","39","MALE","WHITE","18",1991,NA
"14456","5","73","FEMALE","WHITE","8",1991,NA
"14458","6","25","MALE","WHITE","10",1991,NA
"14460","7","40","FEMALE","WHITE","12",1991,NA
"14461","9","42","FEMALE","WHITE","16",1991,NA
"14463","5","37","MALE","WHITE","13",1991,NA
"14464","5","28","FEMALE","WHITE","12",1991,NA
"14465","8","23","MALE","WHITE","16",1991,NA
"14467","6","22","FEMALE","WHITE","12",1991,NA
"14469","7","74","MALE","WHITE","11",1991,NA
"14471","5","80","FEMALE","WHITE","14",1991,NA
"14472","4","35","FEMALE","OTHER","12",1991,NA
"14473","7","31","FEMALE","OTHER","13",1991,NA
"14474","3","32","FEMALE","BLACK","12",1991,NA
"14476","6","30","FEMALE","BLACK","12",1991,NA
"14478","9","63","FEMALE","WHITE","12",1991,NA
"14480","6","77","FEMALE","WHITE","9",1991,NA
"14481","8","32","MALE","WHITE","20",1991,NA
"14482","5","31","FEMALE","WHITE","12",1991,NA
"14483","5","84","FEMALE","WHITE","12",1991,NA
"14485","5","29","MALE","WHITE","13",1991,NA
"14486","9","33","MALE","WHITE","14",1991,NA
"14488","7","30","FEMALE","WHITE","12",1991,NA
"14489","4","82","MALE","WHITE","14",1991,NA
"14490","8","68","MALE","WHITE","16",1991,NA
"14492","6","76","FEMALE","BLACK","13",1991,NA
"14493","7","30","FEMALE","WHITE","12",1991,NA
"14495","3","31","FEMALE","WHITE","14",1991,NA
"14496","9","37","FEMALE","WHITE","12",1991,NA
"14498","2","78","MALE","WHITE","8",1991,NA
"14499","5","31","MALE","WHITE","17",1991,NA
"14500","9","50","FEMALE","WHITE","20",1991,NA
"14503","7","37","FEMALE","OTHER","15",1991,NA
"14504","9","44","FEMALE","WHITE","18",1991,NA
"14506","6","35","FEMALE","WHITE","14",1991,NA
"14508","6","72","MALE","WHITE","12",1991,NA
"14509","5","33","FEMALE","WHITE","12",1991,NA
"14510","6","25","MALE","WHITE","15",1991,NA
"14511","5","77","MALE","WHITE","20",1991,NA
"14512","10","44","FEMALE","WHITE","16",1991,NA
"14514","7","43","MALE","WHITE","12",1991,NA
"14515","6","36","FEMALE","WHITE","12",1991,NA
"14516","7","43","MALE","WHITE","12",1991,NA
"14518","3","41","MALE","WHITE","12",1991,NA
"14519","7","53","FEMALE","WHITE","12",1991,NA
"14520","9","62","FEMALE","WHITE","17",1991,NA
"14522","9","62","FEMALE","WHITE","12",1991,NA
"14523","7","72","FEMALE","WHITE","12",1991,NA
"14525","6","38","MALE","WHITE","12",1991,NA
"14526","8","42","FEMALE","WHITE","12",1991,NA
"14528","7","42","MALE","WHITE","12",1991,NA
"14529","6","25","MALE","WHITE","12",1991,NA
"14531","5","47","MALE","WHITE","10",1991,NA
"14533","7","28","FEMALE","WHITE","12",1991,NA
"14534","10","65","MALE","WHITE","12",1991,NA
"14536","7","60","FEMALE","WHITE","12",1991,NA
"14537","4","37","FEMALE","WHITE","12",1991,NA
"14540","7","33","FEMALE","WHITE","14",1991,NA
"14541","5","44","MALE","WHITE","8",1991,NA
"14543","6","48","MALE","WHITE","19",1991,NA
"14544","9","67","MALE","WHITE","17",1991,NA
"14546","9","41","FEMALE","WHITE","16",1991,NA
"14547","7","52","MALE","WHITE","16",1991,NA
"14550","8","31","FEMALE","WHITE","12",1991,NA
"14551","9","35","FEMALE","WHITE","12",1991,NA
"14553","6","34","MALE","WHITE","12",1991,NA
"14554","8","29","MALE","WHITE","12",1991,NA
"14556","7","31","FEMALE","WHITE","12",1991,NA
"14557","7","27","FEMALE","WHITE","16",1991,NA
"14558","5","49","FEMALE","WHITE","12",1991,NA
"14559","4","23","MALE","WHITE","12",1991,NA
"14563","4","19","FEMALE","BLACK","11",1991,NA
"14566","4","33","FEMALE","BLACK","13",1991,NA
"14567","5","29","FEMALE","BLACK","11",1991,NA
"14569","7","62","MALE","WHITE","11",1991,NA
"14570","6","65","FEMALE","WHITE","7",1991,NA
"14572","7","41","MALE","WHITE","13",1991,NA
"14574","7","32","MALE","WHITE","14",1991,NA
"14575","10","26","MALE","WHITE","15",1991,NA
"14577","9","34","MALE","WHITE","15",1991,NA
"14578","8","37","MALE","WHITE","16",1991,NA
"14581","3","30","FEMALE","WHITE","12",1991,NA
"14583","3","33","MALE","WHITE","11",1991,NA
"14585","7","79","FEMALE","WHITE","10",1991,NA
"14587","6","73","FEMALE","WHITE","7",1991,NA
"14590","5","39","FEMALE","WHITE","12",1991,NA
"14591","6","39","FEMALE","BLACK","14",1991,NA
"14592","4","33","FEMALE","BLACK","11",1991,NA
"14594","4","26","MALE","BLACK","10",1991,NA
"14596","6","28","FEMALE","BLACK","13",1991,NA
"14597","6","61","FEMALE","WHITE","12",1991,NA
"14598","5","79","MALE","WHITE","11",1991,NA
"14600","5","57","FEMALE","WHITE","12",1991,NA
"14601","6","45","FEMALE","WHITE","12",1991,NA
"14602","7","31","MALE","WHITE","12",1991,NA
"14604","7","28","MALE","WHITE","17",1991,NA
"14605","8","22","MALE","WHITE","14",1991,NA
"14608","5","63","FEMALE","WHITE","11",1991,NA
"14609","5","62","MALE","WHITE","9",1991,NA
"14611","10","48","FEMALE","WHITE","16",1991,NA
"14612","10","47","FEMALE","WHITE","19",1991,NA
"14614","10","73","FEMALE","WHITE","12",1991,NA
"14615","4","30","FEMALE","OTHER","12",1991,NA
"14617","4","51","MALE","WHITE","12",1991,NA
"14619","7","42","MALE","WHITE","16",1991,NA
"14620","5","48","MALE","WHITE","12",1991,NA
"14621","10","47","MALE","WHITE","16",1991,NA
"14623","8","51","MALE","WHITE","17",1991,NA
"14624","6","37","FEMALE","WHITE","12",1991,NA
"14625","5","69","FEMALE","WHITE","12",1991,NA
"14627","3","63","MALE","WHITE","9",1991,NA
"14628","6","62","FEMALE","WHITE","12",1991,NA
"14630","5","81","MALE","WHITE","12",1991,NA
"14632","6","20","MALE","WHITE","12",1991,NA
"14634","6","40","FEMALE","WHITE","10",1991,NA
"14636","10","65","FEMALE","BLACK","16",1991,NA
"14637","6","31","MALE","BLACK","12",1991,NA
"14638","3","60","FEMALE","BLACK","12",1991,NA
"14639","9","35","MALE","WHITE","16",1991,NA
"14640","6","61","FEMALE","WHITE","13",1991,NA
"14641","7","32","FEMALE","WHITE","16",1991,NA
"14642","6","40","FEMALE","WHITE","12",1991,NA
"14643","6","38","MALE","WHITE","14",1991,NA
"14644","6","40","MALE","WHITE","12",1991,NA
"14645","5","32","FEMALE","WHITE","12",1991,NA
"14647","4","33","MALE","WHITE","12",1991,NA
"14650","7","47","MALE","WHITE","16",1991,NA
"14651","6","50","MALE","WHITE","14",1991,NA
"14653","1","62","MALE","WHITE","3",1991,NA
"14655","6","43","FEMALE","WHITE","13",1991,NA
"14656","5","24","MALE","WHITE","16",1991,NA
"14658","9","74","MALE","WHITE","12",1991,NA
"14660","10","44","FEMALE","WHITE","16",1991,NA
"14661","7","31","MALE","WHITE","20",1991,NA
"14662","10","40","MALE","WHITE","18",1991,NA
"14664","6","44","FEMALE","WHITE","13",1991,NA
"14665","3","41","MALE","WHITE","15",1991,NA
"14667","5","50","FEMALE","WHITE","10",1991,NA
"14669","5","75","MALE","WHITE","16",1991,NA
"14671","8","61","FEMALE","WHITE","12",1991,NA
"14672","8","29","FEMALE","WHITE","14",1991,NA
"14673","6","45","FEMALE","WHITE","12",1991,NA
"14675","7","81","FEMALE","WHITE","8",1991,NA
"14676","5","38","FEMALE","WHITE","12",1991,NA
"14679","8","74","MALE","WHITE","8",1991,NA
"14681","6","39","FEMALE","WHITE","12",1991,NA
"14683","7","42","FEMALE","WHITE","16",1991,NA
"14684","6","58","MALE","WHITE","10",1991,NA
"14685","6","30","MALE","WHITE","12",1991,NA
"14686","6","84","FEMALE","WHITE","12",1991,NA
"14687","7","58","FEMALE","WHITE","12",1991,NA
"14690","7","71","FEMALE","BLACK","9",1991,NA
"14691","7","40","MALE","BLACK","20",1991,NA
"14693","5","49","MALE","OTHER","13",1991,NA
"14694","6","22","MALE","WHITE","11",1991,NA
"14695","7","38","FEMALE","WHITE","12",1991,NA
"14697","7","55","FEMALE","WHITE","12",1991,NA
"14698","7","37","FEMALE","WHITE","13",1991,NA
"14699","6","21","MALE","WHITE","14",1991,NA
"14700","7","44","FEMALE","WHITE","12",1991,NA
"14702","6","32","FEMALE","WHITE","18",1991,NA
"14704","9","25","MALE","WHITE","17",1991,NA
"14706","9","47","FEMALE","WHITE","18",1991,NA
"14707","6","32","MALE","WHITE","12",1991,NA
"14709","6","34","MALE","WHITE","20",1991,NA
"14710","7","38","MALE","WHITE","14",1991,NA
"14712","6","22","FEMALE","WHITE","15",1991,NA
"14713","7","30","MALE","WHITE","12",1991,NA
"14714","7","23","FEMALE","WHITE","15",1991,NA
"14715","10","24","MALE","WHITE","16",1991,NA
"14720","2","52","FEMALE","WHITE","12",1991,NA
"14721","7","67","FEMALE","WHITE","12",1991,NA
"14723","5","29","MALE","WHITE","10",1991,NA
"14724","1","79","FEMALE","WHITE","12",1991,NA
"14727","5","82","FEMALE","BLACK","8",1991,NA
"14729","7","55","FEMALE","BLACK","14",1991,NA
"14731","3","37","FEMALE","BLACK","13",1991,NA
"14732","8","26","MALE","WHITE","12",1991,NA
"14734","7","40","MALE","WHITE","16",1991,NA
"14735","6","67","MALE","WHITE","10",1991,NA
"14736","3","18","FEMALE","WHITE","10",1991,NA
"14737","2","44","MALE","WHITE","9",1991,NA
"14741","10","70","MALE","WHITE","17",1991,NA
"14742","8","71","MALE","WHITE","20",1991,NA
"14744","5","58","MALE","WHITE","10",1991,NA
"14745","4","72","FEMALE","BLACK","4",1991,NA
"14748","4","66","FEMALE","BLACK","7",1991,NA
"14750","2","72","FEMALE","BLACK","5",1991,NA
"14752","5","34","MALE","BLACK","4",1991,NA
"14755","3","54","MALE","BLACK","11",1991,NA
"14756","5","66","FEMALE","BLACK","12",1991,NA
"14758","5","43","FEMALE","BLACK","14",1991,NA
"14759","5","72","MALE","BLACK","6",1991,NA
"14761","4","32","FEMALE","BLACK","12",1991,NA
"14765","6","41","MALE","WHITE","12",1991,NA
"14768","3","20","FEMALE","OTHER","12",1991,NA
"14769","5","30","MALE","BLACK","14",1991,NA
"14771","2","20","FEMALE","BLACK","12",1991,NA
"14773","8","48","FEMALE","BLACK","14",1991,NA
"14774","6","50","FEMALE","BLACK","14",1991,NA
"14776","4","60","MALE","WHITE","12",1991,NA
"14777","6","35","FEMALE","BLACK","16",1991,NA
"14779","6","29","FEMALE","BLACK","16",1991,NA
"14783","6","28","MALE","WHITE","12",1991,NA
"14785","6","41","MALE","BLACK","16",1991,NA
"14786","9","81","FEMALE","WHITE","14",1991,NA
"14788","10","62","FEMALE","WHITE","18",1991,NA
"14790","6","47","MALE","WHITE","11",1991,NA
"14793","5","50","FEMALE","WHITE","12",1991,NA
"14794","5","22","FEMALE","WHITE","8",1991,NA
"14795","7","67","FEMALE","WHITE","14",1991,NA
"14796","4","35","MALE","WHITE","14",1991,NA
"14797","4","35","MALE","WHITE","9",1991,NA
"14800","5","26","FEMALE","WHITE","10",1991,NA
"14802","7","39","MALE","WHITE","16",1991,NA
"14803","9","63","FEMALE","WHITE","12",1991,NA
"14804","7","82","MALE","WHITE","14",1991,NA
"14805","4","74","MALE","WHITE","16",1991,NA
"14806","7","38","FEMALE","WHITE","13",1991,NA
"14808","7","47","FEMALE","WHITE","14",1991,NA
"14809","5","38","FEMALE","WHITE","12",1991,NA
"14810","4","41","MALE","WHITE","12",1991,NA
"14812","5","64","FEMALE","WHITE","13",1991,NA
"14813","9","28","FEMALE","WHITE","17",1991,NA
"14814","7","41","FEMALE","WHITE","20",1991,NA
"14815","8","33","MALE","WHITE","14",1991,NA
"14818","4","38","MALE","WHITE","15",1991,NA
"14819","5","56","FEMALE","WHITE","11",1991,NA
"14824","6","29","MALE","BLACK","12",1991,NA
"14826","7","70","MALE","WHITE","12",1991,NA
"14828","3","24","FEMALE","WHITE","8",1991,NA
"14829","3","62","MALE","WHITE","8",1991,NA
"14830","6","45","MALE","WHITE","13",1991,NA
"14833","4","67","FEMALE","WHITE","11",1991,NA
"14834","7","24","FEMALE","WHITE","12",1991,NA
"14836","7","41","MALE","WHITE","14",1991,NA
"14837","9","33","MALE","WHITE","15",1991,NA
"14840","3","36","MALE","WHITE","12",1991,NA
"14845","3","43","MALE","WHITE","12",1991,NA
"14847","5","77","FEMALE","WHITE","10",1991,NA
"14848","4","72","MALE","WHITE","12",1991,NA
"14849","7","27","FEMALE","WHITE","12",1991,NA
"14853","4","42","MALE","WHITE","12",1991,NA
"14854","4","61","FEMALE","WHITE","7",1991,NA
"14856","8","63","FEMALE","WHITE","14",1991,NA
"14857","8","31","FEMALE","WHITE","14",1991,NA
"14858","7","33","MALE","WHITE","9",1991,NA
"14859","4","20","FEMALE","WHITE","7",1991,NA
"14860","5","21","FEMALE","WHITE","13",1991,NA
"14862","7","49","MALE","WHITE","16",1991,NA
"14863","9","37","FEMALE","WHITE","9",1991,NA
"14864","0","21","MALE","WHITE","11",1991,NA
"14865","4","55","MALE","WHITE","10",1991,NA
"14867","9","80","FEMALE","WHITE","13",1991,NA
"14869","6","81","FEMALE","WHITE","8",1991,NA
"14871","7","24","MALE","WHITE","12",1991,NA
"14873","6","21","FEMALE","WHITE","12",1991,NA
"14875","6","21","FEMALE","WHITE","15",1991,NA
"14876","6","65","FEMALE","WHITE","7",1991,NA
"14878","1","53","FEMALE","WHITE","3",1991,NA
"14879","7","62","FEMALE","WHITE","8",1991,NA
"14881","5","43","FEMALE","WHITE","9",1991,NA
"14882","2","78","FEMALE","WHITE","8",1991,NA
"14883","5","50","FEMALE","WHITE","9",1991,NA
"14884","2","29","MALE","WHITE","10",1991,NA
"14886","6","42","FEMALE","BLACK","12",1991,NA
"14887","5","76","FEMALE","WHITE","8",1991,NA
"14889","4","69","FEMALE","WHITE","12",1991,NA
"14890","6","44","FEMALE","WHITE","10",1991,NA
"14893","5","80","FEMALE","WHITE","7",1991,NA
"14894","2","80","FEMALE","WHITE","8",1991,NA
"14897","6","25","FEMALE","WHITE","9",1991,NA
"14898","6","24","FEMALE","WHITE","10",1991,NA
"14901","8","70","FEMALE","WHITE","9",1991,NA
"14902","3","49","MALE","WHITE","12",1991,NA
"14904","8","41","FEMALE","WHITE","16",1991,NA
"14905","6","36","FEMALE","WHITE","12",1991,NA
"14906","7","38","FEMALE","WHITE","12",1991,NA
"14907","7","71","MALE","WHITE","12",1991,NA
"14908","4","53","MALE","WHITE","12",1991,NA
"14909","6","22","FEMALE","WHITE","13",1991,NA
"14912","5","42","FEMALE","WHITE","12",1991,NA
"14913","5","49","FEMALE","WHITE","17",1991,NA
"14915","6","52","MALE","WHITE","12",1991,NA
"14916","6","35","MALE","WHITE","15",1991,NA
"14917","9","28","MALE","WHITE","12",1991,NA
"14918","10","47","MALE","WHITE","17",1991,NA
"14919","4","57","FEMALE","WHITE","9",1991,NA
"14921","6","31","MALE","WHITE","10",1991,NA
"14922","5","46","MALE","WHITE","8",1991,NA
"14923","6","32","FEMALE","WHITE","18",1991,NA
"14925","8","35","FEMALE","WHITE","16",1991,NA
"14926","9","71","FEMALE","WHITE","14",1991,NA
"14928","8","40","MALE","WHITE","15",1991,NA
"14929","7","39","FEMALE","WHITE","16",1991,NA
"14931","4","33","FEMALE","WHITE","17",1991,NA
"14932","7","25","MALE","WHITE","16",1991,NA
"14933","7","27","FEMALE","WHITE","20",1991,NA
"14935","6","38","FEMALE","WHITE","12",1991,NA
"14936","6","27","FEMALE","WHITE","15",1991,NA
"14938","6","56","MALE","WHITE","13",1991,NA
"14939","4","30","MALE","BLACK","14",1991,NA
"14941","7","26","FEMALE","WHITE","16",1991,NA
"14942","4","36","FEMALE","WHITE","14",1991,NA
"14944","3","68","FEMALE","WHITE","12",1991,NA
"14945","8","45","FEMALE","WHITE","12",1991,NA
"14947","8","32","FEMALE","WHITE","12",1991,NA
"14948","6","35","FEMALE","WHITE","12",1991,NA
"14949","6","70","MALE","WHITE","12",1991,NA
"14951","1","21","MALE","WHITE","12",1991,NA
"14952","6","44","MALE","WHITE","13",1991,NA
"14954","4","40","FEMALE","WHITE","6",1991,NA
