"","WORDSUM","AGE","SEX","RACE","EDUC","YEAR"
"15763",NA,"30","MALE","WHITE","16",1993
"15764","7","45","FEMALE","WHITE","12",1993
"15765","8","34","MALE","WHITE","12",1993
"15766","4","71","MALE","WHITE","12",1993
"15767","1","43","FEMALE","WHITE","16",1993
"15768","3","37","MALE","WHITE","19",1993
"15769","6","35","FEMALE","WHITE","13",1993
"15770","8","80","FEMALE","WHITE","12",1993
"15771","9","75","FEMALE","WHITE","12",1993
"15772","9","67","MALE","WHITE","14",1993
"15773",NA,"42","FEMALE","OTHER","12",1993
"15774","6","76","FEMALE","WHITE","12",1993
"15775","7","67","FEMALE","WHITE","16",1993
"15776","8","55","FEMALE","WHITE","12",1993
"15777","9","66","MALE","BLACK","20",1993
"15778","9","69","MALE","WHITE","16",1993
"15779","6","57","FEMALE","BLACK","14",1993
"15780",NA,"57","FEMALE","WHITE","18",1993
"15781",NA,"85","FEMALE","WHITE","11",1993
"15782","8","74","FEMALE","WHITE","14",1993
"15783",NA,"36","MALE","BLACK","17",1993
"15784","9","32","FEMALE","WHITE","18",1993
"15785","9","46","MALE","WHITE","18",1993
"15786","6","30","FEMALE","WHITE","14",1993
"15787","10","59","FEMALE","WHITE","13",1993
"15788",NA,"39","MALE","WHITE","17",1993
"15789",NA,"49","FEMALE","WHITE","14",1993
"15790","9","51","FEMALE","WHITE","13",1993
"15791","2","73","FEMALE","WHITE","10",1993
"15792","2","47","MALE","WHITE","6",1993
"15793",NA,"53","MALE","WHITE","18",1993
"15794","9","41","FEMALE","WHITE","13",1993
"15795","5","38","MALE","WHITE","11",1993
"15796",NA,"54","FEMALE","WHITE","12",1993
"15797","10","58","MALE","WHITE","17",1993
"15798","6","52","MALE","WHITE","13",1993
"15799","7","33","FEMALE","BLACK","15",1993
"15800","4","71","FEMALE","BLACK","6",1993
"15801","6","59","FEMALE","BLACK","12",1993
"15802",NA,"33","FEMALE","WHITE","14",1993
"15803","6","50","MALE","WHITE","12",1993
"15804",NA,"51","FEMALE","WHITE","14",1993
"15805","7","60","FEMALE","WHITE","12",1993
"15806","9","69","FEMALE","WHITE","12",1993
"15807","8","41","FEMALE","OTHER","17",1993
"15808",NA,"49","MALE","WHITE","16",1993
"15809","7","57","MALE","WHITE","12",1993
"15810",NA,"77","FEMALE","OTHER","10",1993
"15811","7","50","FEMALE","WHITE","12",1993
"15812",NA,"41","FEMALE","OTHER","12",1993
"15813","8","50","FEMALE","WHITE","16",1993
"15814","5","53","FEMALE","WHITE","13",1993
"15815","7","34","MALE","WHITE","16",1993
"15816","7","47","FEMALE","WHITE","12",1993
"15817","7","45","FEMALE","WHITE","14",1993
"15818",NA,"35","MALE","WHITE","19",1993
"15819",NA,"72","MALE","WHITE","8",1993
"15820","6","37","MALE","WHITE","14",1993
"15821","9","41","FEMALE","WHITE","17",1993
"15822","8","27","FEMALE","WHITE","14",1993
"15823",NA,"27","FEMALE","WHITE","16",1993
"15824","6","50","MALE","WHITE","14",1993
"15825",NA,"28","MALE","WHITE","16",1993
"15826",NA,"31","MALE","WHITE","16",1993
"15827",NA,"51","MALE","WHITE","12",1993
"15828","2","25","FEMALE","BLACK","9",1993
"15829","2","41","MALE","OTHER","11",1993
"15830","0","26","MALE","OTHER","15",1993
"15831","5","20","FEMALE","BLACK","12",1993
"15832",NA,"21","FEMALE","OTHER","12",1993
"15833","7","43","MALE","WHITE","16",1993
"15834",NA,"44","MALE","WHITE","16",1993
"15835","9","43","FEMALE","WHITE","15",1993
"15836",NA,"39","MALE","WHITE","15",1993
"15837",NA,"54","FEMALE","WHITE","16",1993
"15838",NA,"47","FEMALE","WHITE","14",1993
"15839","10","77","FEMALE","WHITE","15",1993
"15840","10","47","FEMALE","WHITE","18",1993
"15841","4","27","FEMALE","BLACK","9",1993
"15842",NA,"39","MALE","BLACK","10",1993
"15843","4","54","FEMALE","WHITE","12",1993
"15844","8","44","FEMALE","WHITE","12",1993
"15845","6","27","FEMALE","WHITE","14",1993
"15846",NA,"37","FEMALE","OTHER","12",1993
"15847","7","22","FEMALE","BLACK","15",1993
"15848","5","52","FEMALE","WHITE","9",1993
"15849","6","76","FEMALE","WHITE","10",1993
"15850","7","54","FEMALE","WHITE","12",1993
"15851","5","65","MALE","WHITE","13",1993
"15852","10","71","FEMALE","WHITE","14",1993
"15853","6","49","FEMALE","WHITE","8",1993
"15854",NA,"24","FEMALE","BLACK","12",1993
"15855",NA,"43","MALE","WHITE","13",1993
"15856","8","41","MALE","BLACK","15",1993
"15857",NA,"41","FEMALE","BLACK","12",1993
"15858",NA,"46","FEMALE","BLACK","12",1993
"15859","10","65","FEMALE","WHITE","12",1993
"15860","7","33","MALE","WHITE","16",1993
"15861",NA,"33","FEMALE","WHITE","14",1993
"15862","5","45","FEMALE","WHITE","12",1993
"15863","10","25","FEMALE","OTHER","18",1993
"15864",NA,"24","MALE","WHITE","16",1993
"15865",NA,"45","MALE","WHITE","12",1993
"15866","5","65","FEMALE","WHITE","12",1993
"15867","6","44","MALE","WHITE","12",1993
"15868","5","30","FEMALE","WHITE","12",1993
"15869","5","72","MALE","WHITE","8",1993
"15870","6","46","FEMALE","WHITE","12",1993
"15871","8","64","FEMALE","WHITE","13",1993
"15872","5","75","MALE","WHITE","12",1993
"15873","8","71","MALE","WHITE","16",1993
"15874","10","41","FEMALE","WHITE","20",1993
"15875",NA,"69","FEMALE","WHITE","12",1993
"15876","8","37","MALE","WHITE","18",1993
"15877","6","36","FEMALE","WHITE","14",1993
"15878","7","39","FEMALE","WHITE","16",1993
"15879","9","52","MALE","WHITE","17",1993
"15880","6","44","MALE","WHITE","14",1993
"15881",NA,"21","MALE","WHITE","13",1993
"15882","9","42","FEMALE","WHITE","12",1993
"15883",NA,"35","FEMALE","WHITE","19",1993
"15884","7","26","MALE","WHITE","13",1993
"15885","6","48","FEMALE","WHITE","12",1993
"15886",NA,"68","FEMALE","WHITE","13",1993
"15887","5","26","MALE","WHITE","12",1993
"15888",NA,"25","MALE","WHITE","15",1993
"15889",NA,"36","MALE","WHITE","12",1993
"15890",NA,"55","FEMALE","WHITE","12",1993
"15891","6","41","MALE","WHITE","14",1993
"15892","7","43","MALE","WHITE","12",1993
"15893","5","66","FEMALE","WHITE","12",1993
"15894",NA,"42","FEMALE","WHITE","17",1993
"15895",NA,"29","FEMALE","WHITE","16",1993
"15896",NA,"41","FEMALE","WHITE","16",1993
"15897",NA,"19","FEMALE","WHITE","11",1993
"15898","5","47","MALE","WHITE","18",1993
"15899","6","49","MALE","WHITE","13",1993
"15900","5","58","MALE","WHITE","12",1993
"15901","4","19","FEMALE","WHITE","12",1993
"15902",NA,"35","MALE","WHITE","12",1993
"15903",NA,"30","FEMALE","WHITE","12",1993
"15904","10","42","MALE","WHITE","15",1993
"15905","6","54","FEMALE","WHITE","12",1993
"15906","5","43","FEMALE","WHITE","12",1993
"15907","6","33","FEMALE","WHITE","16",1993
"15908",NA,"21","MALE","WHITE","12",1993
"15909","7","26","MALE","WHITE","12",1993
"15910","6","42","MALE","WHITE","12",1993
"15911","6","34","MALE","WHITE","17",1993
"15912",NA,"25","FEMALE","WHITE","15",1993
"15913",NA,"43","MALE","WHITE","11",1993
"15914",NA,"65","MALE","WHITE","14",1993
"15915","5","20","MALE","WHITE","12",1993
"15916","9","22","FEMALE","WHITE","15",1993
"15917",NA,"23","FEMALE","WHITE","15",1993
"15918","6","22","FEMALE","WHITE","15",1993
"15919",NA,"22","MALE","WHITE","15",1993
"15920","7","20","FEMALE","WHITE","13",1993
"15921",NA,"41","MALE","WHITE","13",1993
"15922","7","21","FEMALE","WHITE","11",1993
"15923","6","33","MALE","WHITE","12",1993
"15924","6","87","FEMALE","WHITE","12",1993
"15925","5","77","FEMALE","WHITE","12",1993
"15926","6","40","MALE","WHITE","12",1993
"15927","7","25","MALE","WHITE","16",1993
"15928","4","51","MALE","WHITE","12",1993
"15929","6","32","FEMALE","WHITE","13",1993
"15930",NA,"30","FEMALE","WHITE","14",1993
"15931","6","86","MALE","WHITE","8",1993
"15932","6","40","FEMALE","WHITE","16",1993
"15933","7","46","FEMALE","WHITE","12",1993
"15934","6","40","FEMALE","BLACK","12",1993
"15935","7","43","MALE","OTHER","10",1993
"15936",NA,"46","MALE","WHITE","12",1993
"15937","6","70","FEMALE","WHITE","13",1993
"15938","6","32","MALE","WHITE","12",1993
"15939",NA,"37","MALE","WHITE","12",1993
"15940","7","53","MALE","WHITE","12",1993
"15941","3","32","FEMALE","BLACK","12",1993
"15942",NA,"52","MALE","WHITE","6",1993
"15943",NA,"71","FEMALE","WHITE","16",1993
"15944",NA,"43","FEMALE","WHITE","12",1993
"15945","2","25","MALE","BLACK","12",1993
"15946","6","46","MALE","WHITE","12",1993
"15947",NA,"66","FEMALE","WHITE","14",1993
"15948","6","42","MALE","WHITE","12",1993
"15949",NA,"38","MALE","OTHER","11",1993
"15950","5","23","MALE","WHITE","14",1993
"15951","7","59","FEMALE","WHITE","8",1993
"15952","9","35","FEMALE","WHITE","12",1993
"15953","8","62","MALE","WHITE","14",1993
"15954","3","19","MALE","WHITE","11",1993
"15955","4","19","FEMALE","WHITE","11",1993
"15956","10","58","FEMALE","WHITE","14",1993
"15957","8","59","FEMALE","WHITE","16",1993
"15958",NA,"19","FEMALE","WHITE","11",1993
"15959",NA,"68","FEMALE","WHITE","9",1993
"15960",NA,"47","MALE","WHITE","13",1993
"15961",NA,"19","MALE","BLACK","11",1993
"15962",NA,"35","MALE","BLACK","11",1993
"15963","4","44","FEMALE","BLACK","12",1993
"15964",NA,"50","MALE","WHITE","11",1993
"15965",NA,"41","FEMALE","WHITE","11",1993
"15966",NA,"38","FEMALE","BLACK","14",1993
"15967","5","36","FEMALE","BLACK","18",1993
"15968",NA,"43","MALE","BLACK","13",1993
"15969",NA,"35","FEMALE","BLACK","12",1993
"15970","1","25","MALE","BLACK","12",1993
"15971",NA,"25","MALE","BLACK","14",1993
"15972",NA,"25","FEMALE","WHITE","16",1993
"15973","4","73","MALE","WHITE","14",1993
"15974","6","36","MALE","WHITE","16",1993
"15975",NA,"35","MALE","WHITE","13",1993
"15976","7","67","FEMALE","WHITE","12",1993
"15977","2","51","FEMALE","WHITE","13",1993
"15978","10","58","FEMALE","WHITE","12",1993
"15979",NA,"40","FEMALE","WHITE","12",1993
"15980",NA,"68","MALE","WHITE","13",1993
"15981","2","19","FEMALE","BLACK","8",1993
"15982","4","52","MALE","BLACK","12",1993
"15983","9","40","MALE","WHITE","13",1993
"15984",NA,"53","FEMALE","WHITE","13",1993
"15985","6","63","FEMALE","WHITE","14",1993
"15986",NA,"75","FEMALE","WHITE","16",1993
"15987","6","38","FEMALE","WHITE","12",1993
"15988","5","38","FEMALE","WHITE","14",1993
"15989","9","49","MALE","WHITE","16",1993
"15990","6","50","FEMALE","WHITE","14",1993
"15991","7","78","FEMALE","WHITE","14",1993
"15992",NA,"57","MALE","BLACK","8",1993
"15993",NA,"69","FEMALE","BLACK","12",1993
"15994","6","68","FEMALE","WHITE","12",1993
"15995","4","72","MALE","WHITE","14",1993
"15996","7","58","MALE","WHITE","12",1993
"15997","3","45","FEMALE","WHITE","13",1993
"15998","4","20","MALE","WHITE","12",1993
"15999",NA,"78","MALE","WHITE","9",1993
"16000",NA,"52","MALE","WHITE","14",1993
"16001","7","39","MALE","WHITE","14",1993
"16002","1","81","FEMALE","WHITE","12",1993
"16003",NA,"36","FEMALE","OTHER","12",1993
"16004",NA,"51","FEMALE","OTHER","0",1993
"16005","4","78","FEMALE","WHITE","18",1993
"16006",NA,"25","FEMALE","OTHER","12",1993
"16007","6","41","FEMALE","WHITE","12",1993
"16008",NA,"36","MALE","WHITE","19",1993
"16009",NA,"33","FEMALE","WHITE","16",1993
"16010",NA,"51","MALE","WHITE","12",1993
"16011",NA,"47","FEMALE","WHITE","14",1993
"16012","6","21","FEMALE","WHITE","13",1993
"16013",NA,"59","FEMALE","WHITE","12",1993
"16014",NA,"34","MALE","WHITE","12",1993
"16015","5","23","FEMALE","WHITE","11",1993
"16016","5","76","MALE","WHITE","7",1993
"16017","6","40","FEMALE","WHITE","12",1993
"16018","6","38","FEMALE","WHITE","12",1993
"16019","4","66","FEMALE","WHITE","12",1993
"16020","4","73","FEMALE","WHITE","7",1993
"16021","2","80","MALE","WHITE","8",1993
"16022","3","57","FEMALE","WHITE","6",1993
"16023",NA,"78","FEMALE","WHITE","11",1993
"16024","8","66","FEMALE","WHITE","12",1993
"16025",NA,"88","MALE","WHITE","12",1993
"16026","2","58","FEMALE","WHITE","12",1993
"16027","5","39","MALE","WHITE","12",1993
"16028","5","31","FEMALE","WHITE","12",1993
"16029","8","51","FEMALE","WHITE","16",1993
"16030","6","37","MALE","WHITE","17",1993
"16031",NA,"32","FEMALE","WHITE","12",1993
"16032",NA,"73","FEMALE","WHITE","8",1993
"16033","8","47","MALE","WHITE","16",1993
"16034","8","71","FEMALE","WHITE","16",1993
"16035","5","42","MALE","WHITE","14",1993
"16036",NA,"75","FEMALE","WHITE","12",1993
"16037",NA,"72","FEMALE","WHITE","10",1993
"16038","8","63","FEMALE","WHITE","16",1993
"16039","5","89 OR OLDER","FEMALE","WHITE","8",1993
"16040",NA,"49","MALE","WHITE","4",1993
"16041",NA,"64","MALE","WHITE","12",1993
"16042","3","64","FEMALE","WHITE","12",1993
"16043","5","46","MALE","WHITE","12",1993
"16044",NA,"76","FEMALE","WHITE","8",1993
"16045","7","72","FEMALE","WHITE","12",1993
"16046","9","77","FEMALE","WHITE","13",1993
"16047","6","46","FEMALE","WHITE","12",1993
"16048","7","24","MALE","WHITE","14",1993
"16049","6","27","FEMALE","WHITE","14",1993
"16050","9","21","FEMALE","WHITE","9",1993
"16051","7","32","FEMALE","OTHER","20",1993
"16052","10","40","MALE","WHITE","20",1993
"16053",NA,"45","FEMALE","WHITE","17",1993
"16054","4","26","FEMALE","OTHER","12",1993
"16055","5","84","FEMALE","WHITE","16",1993
"16056","10","46","FEMALE","WHITE","20",1993
"16057",NA,"32","FEMALE","WHITE","18",1993
"16058","10","36","MALE","WHITE","16",1993
"16059",NA,"21","FEMALE","WHITE","14",1993
"16060","8","30","FEMALE","WHITE","14",1993
"16061","6","23","FEMALE","WHITE","16",1993
"16062",NA,"51","FEMALE","WHITE","12",1993
"16063","4","82","MALE","WHITE","14",1993
"16064",NA,"40","MALE","WHITE","19",1993
"16065","10","51","MALE","WHITE","16",1993
"16066",NA,"54","FEMALE","WHITE","16",1993
"16067",NA,"61","FEMALE","WHITE","12",1993
"16068","5","27","MALE","OTHER","16",1993
"16069","5","55","FEMALE","WHITE","6",1993
"16070","5","33","MALE","BLACK",NA,1993
"16071","5","61","FEMALE","WHITE","8",1993
"16072","6","38","FEMALE","WHITE","12",1993
"16073","7","36","FEMALE","WHITE","12",1993
"16074",NA,"50","FEMALE","WHITE","12",1993
"16075","6","67","FEMALE","WHITE","4",1993
"16076","2","81","FEMALE","WHITE","13",1993
"16077",NA,"50","FEMALE","WHITE","17",1993
"16078","6","63","MALE","WHITE","17",1993
"16079","8","43","FEMALE","WHITE","18",1993
"16080","9","39","FEMALE","WHITE","17",1993
"16081",NA,"47","MALE","WHITE","13",1993
"16082",NA,"44","FEMALE","WHITE","14",1993
"16083","2","28","MALE","WHITE",NA,1993
"16084",NA,"32","FEMALE","WHITE","14",1993
"16085",NA,"20","MALE","WHITE","13",1993
"16086","7","50","MALE","WHITE","12",1993
"16087","5","31","FEMALE","WHITE","14",1993
"16088",NA,"49","FEMALE","WHITE","18",1993
"16089",NA,"62","FEMALE","WHITE","14",1993
"16090","6","66","MALE","WHITE","10",1993
"16091",NA,"29","MALE","WHITE","14",1993
"16092","5","30","MALE","WHITE","11",1993
"16093","4","34","MALE","BLACK","15",1993
"16094","6","63","FEMALE","BLACK","12",1993
"16095","6","43","FEMALE","BLACK","16",1993
"16096","4","55","FEMALE","BLACK","13",1993
"16097",NA,"39","FEMALE","BLACK","11",1993
"16098","6","36","MALE","BLACK","13",1993
"16099","10","77","FEMALE","WHITE","16",1993
"16100","7","39","MALE","WHITE","12",1993
"16101","8","28","FEMALE","WHITE","19",1993
"16102","7","23","MALE","WHITE","15",1993
"16103",NA,"21","MALE","WHITE","14",1993
"16104",NA,"63","MALE","WHITE","12",1993
"16105",NA,"46","FEMALE","WHITE","14",1993
"16106","8","42","MALE","WHITE","20",1993
"16107","9","39","FEMALE","WHITE","19",1993
"16108","10","77","FEMALE","WHITE","14",1993
"16109","6","46","MALE","WHITE","14",1993
"16110","6","28","FEMALE","WHITE","13",1993
"16111","5","87","MALE","WHITE","10",1993
"16112",NA,"76","FEMALE","WHITE","12",1993
"16113",NA,"84","FEMALE","WHITE","16",1993
"16114","7","49","MALE","WHITE","17",1993
"16115","4","31","FEMALE","OTHER","16",1993
"16116","10","56","FEMALE","OTHER","18",1993
"16117","4","28","MALE","WHITE","12",1993
"16118",NA,"30","FEMALE","WHITE","12",1993
"16119",NA,"24","MALE","WHITE","12",1993
"16120",NA,"37","FEMALE","WHITE","18",1993
"16121","5","48","FEMALE","WHITE","12",1993
"16122","3","45","MALE","WHITE","13",1993
"16123","7","77","FEMALE","WHITE","13",1993
"16124","4","73","FEMALE","WHITE","19",1993
"16125","9","65","FEMALE","WHITE","13",1993
"16126",NA,"74","MALE","WHITE","12",1993
"16127",NA,"22","FEMALE","WHITE","16",1993
"16128","6","19","MALE","WHITE","11",1993
"16129","9","49","MALE","WHITE","15",1993
"16130","4","40","FEMALE","WHITE","12",1993
"16131","4","74","FEMALE","WHITE","12",1993
"16132","3","89 OR OLDER","FEMALE","WHITE","16",1993
"16133",NA,"36","MALE","WHITE","9",1993
"16134","6","35","MALE","WHITE","12",1993
"16135",NA,"36","FEMALE","WHITE","12",1993
"16136",NA,"37","FEMALE","WHITE","13",1993
"16137",NA,"53","FEMALE","WHITE","12",1993
"16138","8","74","MALE","WHITE","16",1993
"16139",NA,"55","MALE","WHITE","14",1993
"16140",NA,"39","MALE","WHITE","16",1993
"16141","4","89 OR OLDER","FEMALE","WHITE","7",1993
"16142","5","74","FEMALE","WHITE","11",1993
"16143","2","89 OR OLDER","MALE","WHITE","12",1993
"16144",NA,"72","MALE","WHITE","12",1993
"16145","9","52","FEMALE","WHITE","18",1993
"16146","4","38","FEMALE","WHITE","13",1993
"16147","6","52","MALE","WHITE","14",1993
"16148","3","76","MALE","WHITE","8",1993
"16149",NA,"58","FEMALE","WHITE","13",1993
"16150","9","70","MALE","WHITE","12",1993
"16151","7","43","MALE","WHITE","13",1993
"16152","4","24","MALE","WHITE","12",1993
"16153",NA,"74","FEMALE","WHITE","11",1993
"16154",NA,"56","FEMALE","WHITE","11",1993
"16155","8","73","FEMALE","WHITE","10",1993
"16156",NA,"39","MALE","WHITE","16",1993
"16157","7","87","MALE","WHITE","13",1993
"16158","7","38","MALE","WHITE","14",1993
"16159","6","28","FEMALE","WHITE","14",1993
"16160","9","40","MALE","WHITE","15",1993
"16161","5","24","MALE","WHITE","9",1993
"16162",NA,"49","MALE","WHITE","9",1993
"16163","6","42","FEMALE","WHITE","12",1993
"16164","3","64","MALE","WHITE","7",1993
"16165","4","63","FEMALE","WHITE","9",1993
"16166","6","58","FEMALE","WHITE","7",1993
"16167",NA,"59","FEMALE","WHITE","12",1993
"16168","6","47","MALE","WHITE","12",1993
"16169",NA,"88","FEMALE","WHITE","8",1993
"16170",NA,"82","MALE","WHITE","12",1993
"16171",NA,"87","MALE","WHITE","13",1993
"16172",NA,"75","MALE","WHITE","12",1993
"16173","5","43","MALE","WHITE","12",1993
"16174",NA,"35","FEMALE","WHITE","12",1993
"16175","3","35","MALE","WHITE","12",1993
"16176",NA,"20","FEMALE","WHITE","12",1993
"16177","8","37","MALE","WHITE","14",1993
"16178",NA,"24","FEMALE","WHITE","14",1993
"16179","4","62","FEMALE","WHITE","9",1993
"16180","8","28","FEMALE","WHITE","16",1993
"16181",NA,"51","FEMALE","WHITE","15",1993
"16182","7","44","FEMALE","WHITE","12",1993
"16183",NA,"36","MALE","WHITE","12",1993
"16184",NA,"77","FEMALE","WHITE","15",1993
"16185","7","44","MALE","WHITE","16",1993
"16186","4","73","MALE","WHITE","12",1993
"16187","8","28","MALE","WHITE","16",1993
"16188",NA,"51","MALE","WHITE","13",1993
"16189","6","37","FEMALE","WHITE","12",1993
"16190","6","64","MALE","WHITE","11",1993
"16191","6","74","FEMALE","WHITE","12",1993
"16192","6","57","MALE","WHITE","10",1993
"16193","7","69","FEMALE","WHITE","12",1993
"16194","7","33","MALE","WHITE","11",1993
"16195","4","56","FEMALE","WHITE","10",1993
"16196",NA,"40","FEMALE","WHITE","12",1993
"16197",NA,"47","FEMALE","WHITE","12",1993
"16198","6","34","MALE","WHITE","10",1993
"16199",NA,"47","MALE","WHITE","12",1993
"16200",NA,"87","MALE","WHITE","11",1993
"16201","5","60","MALE","WHITE","10",1993
"16202","1","70","FEMALE","WHITE","6",1993
"16203","8","43","MALE","WHITE","14",1993
"16204","6","43","FEMALE","WHITE","16",1993
"16205","7","21","FEMALE","WHITE","13",1993
"16206","4","72","FEMALE","WHITE","9",1993
"16207","8","81","FEMALE","WHITE","13",1993
"16208","8","82","FEMALE","WHITE","12",1993
"16209","6","86","FEMALE","WHITE","8",1993
"16210",NA,"27","MALE","WHITE","13",1993
"16211","9","77","FEMALE","WHITE","8",1993
"16212",NA,"71","MALE","WHITE","8",1993
"16213",NA,"62","MALE","WHITE","12",1993
"16214","8","39","MALE","WHITE","16",1993
"16215","9","45","MALE","WHITE","12",1993
"16216",NA,"35","FEMALE","WHITE","14",1993
"16217",NA,"42","FEMALE","WHITE","14",1993
"16218",NA,"65","MALE","WHITE","12",1993
"16219","8","26","MALE","WHITE","16",1993
"16220","6","45","MALE","WHITE","12",1993
"16221","7","46","FEMALE","WHITE","12",1993
"16222","5","47","FEMALE","WHITE","11",1993
"16223",NA,"27","FEMALE","WHITE","10",1993
"16224",NA,"30","MALE","WHITE","12",1993
"16225","6","25","FEMALE","WHITE","16",1993
"16226","6","29","FEMALE","WHITE","16",1993
"16227",NA,"52","FEMALE","WHITE","12",1993
"16228","7","39","FEMALE","WHITE","12",1993
"16229","6","52","FEMALE","WHITE","12",1993
"16230","4",NA,"FEMALE","WHITE","10",1993
"16231","7","51","FEMALE","WHITE","12",1993
"16232","7","28","MALE","WHITE","17",1993
"16233","4","30","FEMALE","WHITE","12",1993
"16234","6","48","FEMALE","WHITE","10",1993
"16235",NA,"36","FEMALE","WHITE","12",1993
"16236","6","31","FEMALE","WHITE","12",1993
"16237","6","29","MALE","WHITE","12",1993
"16238",NA,"37","FEMALE","WHITE","12",1993
"16239",NA,"55","MALE","WHITE","13",1993
"16240","7","40","FEMALE","WHITE","12",1993
"16241",NA,"20","MALE","WHITE","13",1993
"16242","4","46","MALE","BLACK","11",1993
"16243","2","72","MALE","WHITE","12",1993
"16244",NA,"27","FEMALE","BLACK","14",1993
"16245",NA,"79","FEMALE","WHITE","7",1993
"16246","2","73","MALE","WHITE","6",1993
"16247",NA,"75","FEMALE","BLACK","5",1993
"16248","1","72","MALE","WHITE","2",1993
"16249","3","75","MALE","WHITE","6",1993
"16250",NA,"63","MALE","WHITE","9",1993
"16251",NA,"21","FEMALE","WHITE","14",1993
"16252",NA,"41","MALE","WHITE","12",1993
"16253","3","33","MALE","WHITE","9",1993
"16254","3","21","MALE","BLACK","12",1993
"16255","2","29","FEMALE","BLACK","11",1993
"16256",NA,"40","FEMALE","BLACK","12",1993
"16257","4","18","FEMALE","WHITE","11",1993
"16258",NA,"73","MALE","WHITE","10",1993
"16259","4","47","MALE","WHITE","8",1993
"16260",NA,"73","FEMALE","WHITE","8",1993
"16261",NA,"58","MALE","BLACK","7",1993
"16262","2","40","FEMALE","BLACK","11",1993
"16263",NA,"81","MALE","BLACK","4",1993
"16264","5","41","MALE","WHITE","12",1993
"16265","5","73","MALE","WHITE","8",1993
"16266","6","33","MALE","WHITE","20",1993
"16267",NA,"52","FEMALE","WHITE","16",1993
"16268","4","34","FEMALE","WHITE","16",1993
"16269","5","58","FEMALE","WHITE","13",1993
"16270","3","47","FEMALE","WHITE","12",1993
"16271",NA,"79","MALE","WHITE","16",1993
"16272",NA,"43","FEMALE","BLACK","14",1993
"16273","7","63","FEMALE","WHITE","14",1993
"16274",NA,"85","MALE","WHITE","2",1993
"16275","5","45","FEMALE","WHITE","14",1993
"16276","7","26","MALE","WHITE","13",1993
"16277","5","42","MALE","WHITE","14",1993
"16278","7","41","MALE","WHITE","12",1993
"16279","2","53","MALE","WHITE","7",1993
"16280","7","68","MALE","WHITE","8",1993
"16281",NA,"49","FEMALE","WHITE","9",1993
"16282",NA,"41","MALE","WHITE","12",1993
"16283",NA,"81","MALE","WHITE","4",1993
"16284",NA,"65","FEMALE","WHITE","13",1993
"16285",NA,"42","FEMALE","WHITE","14",1993
"16286",NA,"26","MALE","BLACK","12",1993
"16287","2","20","FEMALE","WHITE","10",1993
"16288","1","57","FEMALE","WHITE","8",1993
"16289","2","28","FEMALE","WHITE","10",1993
"16290","6","50","FEMALE","WHITE","12",1993
"16291",NA,"43","FEMALE","WHITE","18",1993
"16292",NA,"30","FEMALE","WHITE","16",1993
"16293","6","58","MALE","WHITE","14",1993
"16294",NA,"22","FEMALE","WHITE","16",1993
"16295","6","63","MALE","WHITE","12",1993
"16296","5","65","FEMALE","WHITE","10",1993
"16297",NA,"50","FEMALE","WHITE","9",1993
"16298",NA,"75","FEMALE","WHITE","12",1993
"16299",NA,"54","FEMALE","WHITE","9",1993
"16300","6","33","MALE","WHITE","18",1993
"16301","5","36","MALE","WHITE","12",1993
"16302","8","82","MALE","WHITE","16",1993
"16303","10","36","FEMALE","WHITE","18",1993
"16304",NA,"48","FEMALE","WHITE","12",1993
"16305",NA,"27","FEMALE","WHITE","16",1993
"16306","3","49","MALE","WHITE","7",1993
"16307","6","55","MALE","WHITE","11",1993
"16308",NA,"37","FEMALE","WHITE","13",1993
"16309","4","28","MALE","OTHER","9",1993
"16310","7","21","FEMALE","OTHER","12",1993
"16311",NA,"39","FEMALE","BLACK","12",1993
"16312","1","63","MALE","OTHER","2",1993
"16313","5","23","MALE","OTHER","12",1993
"16314",NA,"18","FEMALE","WHITE","11",1993
"16315","5","24","MALE","WHITE","13",1993
"16316","1","56","FEMALE","OTHER","12",1993
"16317",NA,"31","MALE","WHITE","12",1993
"16318",NA,"65","MALE","WHITE","14",1993
"16319","5","47","MALE","BLACK","14",1993
"16320",NA,"81","FEMALE","WHITE","10",1993
"16321","0","76","FEMALE","WHITE","8",1993
"16322",NA,"48","FEMALE","OTHER","16",1993
"16323",NA,"54","FEMALE","OTHER","7",1993
"16324","5","23","FEMALE","OTHER","13",1993
"16325","3","60","FEMALE","OTHER","12",1993
"16326",NA,"75","FEMALE","OTHER","0",1993
"16327","5","75","FEMALE","WHITE","13",1993
"16328",NA,"83","MALE","WHITE","7",1993
"16329","6","46","MALE","WHITE","14",1993
"16330","6","35","FEMALE","OTHER","17",1993
"16331",NA,"34","MALE","BLACK","13",1993
"16332","3","67","MALE","BLACK","6",1993
"16333","2","25","FEMALE","BLACK","12",1993
"16334","3","84","FEMALE","WHITE","10",1993
"16335","5","47","MALE","BLACK","7",1993
"16336",NA,"62","FEMALE","WHITE","14",1993
"16337","1","62","MALE","WHITE","12",1993
"16338","3","81","FEMALE","OTHER","4",1993
"16339","5","42","MALE","WHITE","12",1993
"16340","4","46","FEMALE","WHITE","11",1993
"16341",NA,"40","FEMALE","WHITE","15",1993
"16342","9","48","FEMALE","WHITE","13",1993
"16343","5","46","FEMALE","OTHER","16",1993
"16344",NA,"20","MALE","WHITE","13",1993
"16345","5","73","FEMALE","WHITE","12",1993
