"","WORDSUM","AGE","SEX","RACE","EDUC","YEAR"
"16346","9","38","FEMALE","WHITE","14",1993
"16347",NA,"38","MALE","WHITE","12",1993
"16348","4","76","FEMALE","WHITE","7",1993
"16349","6","56","MALE","WHITE","12",1993
"16350","9","38","FEMALE","WHITE","16",1993
"16351","6","74","MALE","WHITE","7",1993
"16352","7","69","FEMALE","WHITE","13",1993
"16353","6","57","MALE","WHITE","10",1993
"16354",NA,"58","FEMALE","WHITE","13",1993
"16355",NA,"76","FEMALE","WHITE","13",1993
"16356","5","35","MALE","WHITE","16",1993
"16357","4","36","FEMALE","WHITE","13",1993
"16358",NA,"39","FEMALE","WHITE","14",1993
"16359","5","20","FEMALE","WHITE","12",1993
"16360",NA,"43","MALE","WHITE","16",1993
"16361",NA,"39","FEMALE","WHITE","14",1993
"16362","10","48","MALE","WHITE","16",1993
"16363",NA,"52","FEMALE","WHITE","13",1993
"16364","10","82","MALE","WHITE","19",1993
"16365","8","44","MALE","WHITE","19",1993
"16366",NA,"38","MALE","WHITE","14",1993
"16367",NA,"44","FEMALE","WHITE","13",1993
"16368","3","24","FEMALE","WHITE","17",1993
"16369","6","35","MALE","WHITE","16",1993
"16370","8","48","MALE","WHITE","12",1993
"16371",NA,"78","FEMALE","WHITE","7",1993
"16372","5","24","MALE","WHITE","13",1993
"16373",NA,"29","FEMALE","WHITE","10",1993
"16374",NA,"36","FEMALE","WHITE","14",1993
"16375",NA,"66","FEMALE","WHITE","15",1993
"16376","8","54","FEMALE","WHITE","14",1993
"16377","6","37","FEMALE","WHITE","18",1993
"16378","6","55","MALE","WHITE","17",1993
"16379","7","72","FEMALE","WHITE","12",1993
"16380","9","78","FEMALE","WHITE","12",1993
"16381",NA,"42","FEMALE","WHITE","9",1993
"16382",NA,"75","FEMALE","WHITE","5",1993
"16383",NA,"38","FEMALE","WHITE","18",1993
"16384","4","40","MALE","OTHER","15",1993
"16385",NA,"62","FEMALE","WHITE","16",1993
"16386","8","30","MALE","WHITE","20",1993
"16387",NA,"49","MALE","WHITE","20",1993
"16388","10","43","MALE","WHITE","18",1993
"16389","4","41","MALE","BLACK","14",1993
"16390","4","57","FEMALE","BLACK","10",1993
"16391","6","30","FEMALE","BLACK","10",1993
"16392","2","36","MALE","OTHER","8",1993
"16393","3","52","FEMALE","BLACK","6",1993
"16394",NA,NA,"FEMALE","WHITE","12",1993
"16395","9","47","MALE","WHITE","16",1993
"16396",NA,"32","MALE","WHITE","16",1993
"16397","5","74","MALE","WHITE","10",1993
"16398","8","35","FEMALE","WHITE","16",1993
"16399","6","31","FEMALE","WHITE","16",1993
"16400","8","40","MALE","WHITE","18",1993
"16401",NA,"30","FEMALE","OTHER","16",1993
"16402","6","51","MALE","WHITE","12",1993
"16403","5","76","MALE","WHITE","12",1993
"16404",NA,"56","MALE","BLACK","12",1993
"16405",NA,"24","MALE","BLACK","15",1993
"16406",NA,"38","MALE","WHITE","16",1993
"16407",NA,"74","MALE","WHITE","12",1993
"16408","8","60","FEMALE","WHITE","16",1993
"16409","9","63","FEMALE","WHITE","14",1993
"16410","6","64","MALE","WHITE","10",1993
"16411","5","51","MALE","WHITE","10",1993
"16412","8","31","FEMALE","OTHER","16",1993
"16413","9","74","FEMALE","WHITE","14",1993
"16414","10","33","MALE","WHITE","16",1993
"16415","9","27","MALE","WHITE","20",1993
"16416","3","22","FEMALE","BLACK","12",1993
"16417","8","40","MALE","WHITE","13",1993
"16418","6","21","FEMALE","WHITE","13",1993
"16419","5","33","FEMALE","WHITE","12",1993
"16420",NA,"43","FEMALE","OTHER","12",1993
"16421","4","20","MALE","WHITE","13",1993
"16422","1","31","FEMALE","WHITE","16",1993
"16423","10","35","MALE","WHITE","20",1993
"16424","8","22","FEMALE","WHITE","16",1993
"16425","1","42","MALE","WHITE","15",1993
"16426","8","39","MALE","WHITE","18",1993
"16427","1","40","MALE","WHITE","18",1993
"16428","1","66","MALE","WHITE","12",1993
"16429",NA,"19","MALE","WHITE","13",1993
"16430",NA,"69","MALE","WHITE","12",1993
"16431","8","34","MALE","WHITE","16",1993
"16432",NA,"19","FEMALE","WHITE","11",1993
"16433",NA,"43","FEMALE","WHITE","16",1993
"16434",NA,"77","FEMALE","WHITE","12",1993
"16435",NA,"89 OR OLDER","MALE","WHITE","19",1993
"16436","9","44","MALE","WHITE","16",1993
"16437","1","41","FEMALE","OTHER","15",1993
"16438",NA,"53","FEMALE","WHITE","17",1993
"16439","1","53","FEMALE","WHITE","14",1993
"16440",NA,"38","FEMALE","OTHER","16",1993
"16441","3","32","MALE","WHITE","12",1993
"16442","5","39","FEMALE","OTHER","14",1993
"16443",NA,"55","FEMALE","WHITE","16",1993
"16444","6","47","FEMALE","WHITE","11",1993
"16445","7","43","MALE","WHITE","13",1993
"16446","9","37","MALE","WHITE","14",1993
"16447","6","46","MALE","WHITE","15",1993
"16448","6","32","MALE","WHITE","14",1993
"16449",NA,"57","FEMALE","WHITE","14",1993
"16450",NA,"28","FEMALE","WHITE","17",1993
"16451",NA,"32","FEMALE","WHITE","16",1993
"16452","1","56","MALE","WHITE","18",1993
"16453",NA,"33","FEMALE","WHITE","14",1993
"16454","5","26","MALE","OTHER","10",1993
"16455",NA,"45","FEMALE","WHITE","14",1993
"16456","8","44","MALE","WHITE","12",1993
"16457","5","54","FEMALE","WHITE","15",1993
"16458",NA,"46","FEMALE","WHITE","14",1993
"16459","4","55","FEMALE","WHITE","12",1993
"16460",NA,"36","MALE","WHITE","16",1993
"16461","5","25","FEMALE","WHITE","13",1993
"16462","2","38","MALE","WHITE","15",1993
"16463","5","54","FEMALE","WHITE","9",1993
"16464","6","25","FEMALE","WHITE","12",1993
"16465","4","35","FEMALE","WHITE","11",1993
"16466","6","36","FEMALE","WHITE","12",1993
"16467",NA,"68","FEMALE","WHITE","12",1993
"16468","7","47","FEMALE","WHITE","12",1993
"16469","1","49","MALE","WHITE","13",1993
"16470",NA,"52","MALE","WHITE","10",1993
"16471","8","46","MALE","WHITE","14",1993
"16472","7","39","MALE","WHITE","13",1993
"16473",NA,"67","FEMALE","WHITE","7",1993
"16474",NA,"27","FEMALE","WHITE","16",1993
"16475",NA,"71","FEMALE","WHITE","14",1993
"16476",NA,"41","FEMALE","OTHER","19",1993
"16477",NA,"68","FEMALE","WHITE","13",1993
"16478","6","28","FEMALE","WHITE","16",1993
"16479",NA,"26","FEMALE","BLACK","11",1993
"16480","9","38","FEMALE","BLACK","12",1993
"16481","4","47","FEMALE","BLACK","13",1993
"16482","5","51","FEMALE","BLACK","14",1993
"16483","6","57","FEMALE","WHITE","12",1993
"16484","9","38","MALE","WHITE","18",1993
"16485","9","29","MALE","WHITE","14",1993
"16486","9","47","MALE","WHITE","19",1993
"16487","6","38","FEMALE","WHITE","12",1993
"16488",NA,"40","FEMALE","WHITE","12",1993
"16489",NA,"38","FEMALE","WHITE","13",1993
"16490","7","22","MALE","WHITE","15",1993
"16491","5","40","MALE","WHITE","12",1993
"16492",NA,"43","FEMALE","BLACK","12",1993
"16493",NA,"42","FEMALE","WHITE","13",1993
"16494","7","29","FEMALE","BLACK","12",1993
"16495","4","26","FEMALE","WHITE","15",1993
"16496",NA,"45","MALE","BLACK","9",1993
"16497","9","60","MALE","WHITE","12",1993
"16498","6","72","FEMALE","WHITE","8",1993
"16499",NA,"31","FEMALE","WHITE","12",1993
"16500","7","31","FEMALE","WHITE","12",1993
"16501","6","47","MALE","WHITE","6",1993
"16502","4","28","FEMALE","WHITE","8",1993
"16503","4","28","FEMALE","WHITE","11",1993
"16504","9","36","MALE","WHITE","16",1993
"16505","10","45","MALE","WHITE","16",1993
"16506",NA,"53","MALE","WHITE","18",1993
"16507","10","58","MALE","WHITE","16",1993
"16508","10","44","FEMALE","WHITE","12",1993
"16509","1","49","MALE","OTHER","16",1993
"16510",NA,"71","FEMALE","WHITE","14",1993
"16511",NA,"57","FEMALE","WHITE","16",1993
"16512",NA,"66","FEMALE","WHITE","16",1993
"16513","6","39","FEMALE","WHITE","12",1993
"16514","6","48","FEMALE","WHITE","12",1993
"16515",NA,"38","FEMALE","WHITE","12",1993
"16516",NA,"28","MALE","WHITE","11",1993
"16517","4","77","FEMALE","WHITE","12",1993
"16518","6","32","FEMALE","WHITE","9",1993
"16519",NA,"22","FEMALE","OTHER","15",1993
"16520","6","30","FEMALE","BLACK","14",1993
"16521",NA,"41","MALE","BLACK","15",1993
"16522","5","34","FEMALE","BLACK","14",1993
"16523","5","26","FEMALE","BLACK","12",1993
"16524","7","39","FEMALE","WHITE","16",1993
"16525","9","41","FEMALE","WHITE","19",1993
"16526",NA,"35","MALE","WHITE","17",1993
"16527",NA,"68","FEMALE","WHITE","12",1993
"16528","9","41","FEMALE","WHITE","14",1993
"16529","3","56","FEMALE","BLACK","10",1993
"16530","1","85","FEMALE","BLACK","5",1993
"16531",NA,"65","MALE","BLACK","11",1993
"16532","0","35","FEMALE","BLACK","10",1993
"16533","6","32","MALE","BLACK","15",1993
"16534","4","49","FEMALE","BLACK","11",1993
"16535","5","28","MALE","WHITE","12",1993
"16536",NA,"45","MALE","WHITE","19",1993
"16537","7","28","MALE","WHITE","18",1993
"16538",NA,"61","FEMALE","WHITE","16",1993
"16539","8","35","MALE","WHITE","19",1993
"16540","9","59","FEMALE","WHITE","12",1993
"16541","8","31","FEMALE","WHITE","12",1993
"16542","5","61","MALE","BLACK","12",1993
"16543",NA,"44","FEMALE","BLACK","14",1993
"16544",NA,"66","MALE","BLACK","5",1993
"16545","1","24","FEMALE","BLACK","12",1993
"16546",NA,"41","FEMALE","BLACK","11",1993
"16547","7","36","MALE","WHITE","12",1993
"16548",NA,"80","MALE","WHITE","13",1993
"16549",NA,"40","FEMALE","WHITE","12",1993
"16550",NA,"31","FEMALE","BLACK","19",1993
"16551",NA,"43","FEMALE","BLACK","13",1993
"16552","4","30","FEMALE","BLACK","14",1993
"16553","4","29","MALE","BLACK","18",1993
"16554",NA,"65","FEMALE","BLACK","9",1993
"16555",NA,"23","FEMALE","WHITE","12",1993
"16556","6","28","FEMALE","BLACK","13",1993
"16557",NA,"70","FEMALE","WHITE","13",1993
"16558","8","36","MALE","WHITE","14",1993
"16559",NA,"42","FEMALE","BLACK","18",1993
"16560","8","31","FEMALE","BLACK","16",1993
"16561",NA,"50","FEMALE","WHITE","16",1993
"16562","5","50","MALE","WHITE","14",1993
"16563","4","29","FEMALE","WHITE","12",1993
"16564","9","25","MALE","WHITE","17",1993
"16565",NA,"39","FEMALE","WHITE","18",1993
"16566","6","39","FEMALE","WHITE","12",1993
"16567","3","66","FEMALE","BLACK","12",1993
"16568","6","35","FEMALE","WHITE","13",1993
"16569","10","71","MALE","WHITE","20",1993
"16570","9","38","MALE","WHITE","19",1993
"16571","7","39","MALE","WHITE","17",1993
"16572","7","37","FEMALE","WHITE","13",1993
"16573","3","80","FEMALE","WHITE","15",1993
"16574",NA,"38","FEMALE","WHITE","14",1993
"16575","8","65","MALE","WHITE","16",1993
"16576","9","58","MALE","WHITE","16",1993
"16577","1","51","FEMALE","OTHER","16",1993
"16578","1","40","FEMALE","WHITE","18",1993
"16579","7","35","FEMALE","WHITE","14",1993
"16580","10","41","MALE","WHITE","16",1993
"16581","7","30","MALE","WHITE","16",1993
"16582",NA,"47","MALE","WHITE","20",1993
"16583",NA,"49","FEMALE","WHITE","14",1993
"16584",NA,"36","FEMALE","WHITE","17",1993
"16585","8","43","FEMALE","WHITE","16",1993
"16586",NA,"35","FEMALE","WHITE","15",1993
"16587","7","70","MALE","WHITE","20",1993
"16588",NA,"37","FEMALE","WHITE","13",1993
"16589","7","44","FEMALE","WHITE","13",1993
"16590","8","58","MALE","WHITE","14",1993
"16591",NA,"23","FEMALE","WHITE","16",1993
"16592",NA,"30","FEMALE","WHITE","16",1993
"16593","5","18","FEMALE","WHITE","11",1993
"16594","4","32","MALE","BLACK","11",1993
"16595","4","41","FEMALE","WHITE","14",1993
"16596","5","67","FEMALE","WHITE","11",1993
"16597",NA,"61","FEMALE","BLACK","12",1993
"16598","4","75","FEMALE","BLACK","12",1993
"16599","6","41","MALE","BLACK","12",1993
"16600",NA,"27","FEMALE","WHITE","16",1993
"16601","7","63","MALE","WHITE","19",1993
"16602","7","38","FEMALE","WHITE","13",1993
"16603","7","56","MALE","WHITE","10",1993
"16604","7","25","FEMALE","WHITE","16",1993
"16605","4","28","FEMALE","WHITE","13",1993
"16606",NA,"82","FEMALE","WHITE","8",1993
"16607","5","31","MALE","WHITE","12",1993
"16608",NA,"33","FEMALE","WHITE","12",1993
"16609",NA,"31","MALE","WHITE","13",1993
"16610","8","26","MALE","WHITE","13",1993
"16611","7","31","MALE","WHITE","14",1993
"16612","7","42","MALE","WHITE","14",1993
"16613","6","23","FEMALE","WHITE","16",1993
"16614","6","25","FEMALE","WHITE","13",1993
"16615","9","23","MALE","WHITE","15",1993
"16616","4","24","FEMALE","BLACK","14",1993
"16617","9","38","MALE","WHITE","16",1993
"16618","4","45","MALE","WHITE","13",1993
"16619","7","30","MALE","WHITE","11",1993
"16620",NA,"38","FEMALE","WHITE","15",1993
"16621",NA,"74","MALE","WHITE","14",1993
"16622","3","26","FEMALE","WHITE","9",1993
"16623","4","52","MALE","WHITE","12",1993
"16624","5","44","FEMALE","BLACK","12",1993
"16625",NA,"37","FEMALE","WHITE","11",1993
"16626","8","25","MALE","WHITE","14",1993
"16627","4","34","MALE","WHITE","20",1993
"16628","6","26","FEMALE","WHITE","12",1993
"16629","8","39","FEMALE","OTHER","16",1993
"16630","3","33","FEMALE","BLACK","14",1993
"16631",NA,"56","MALE","WHITE","19",1993
"16632",NA,"46","FEMALE","WHITE","18",1993
"16633",NA,"45","FEMALE","WHITE","16",1993
"16634",NA,"84","FEMALE","WHITE","13",1993
"16635",NA,"47","MALE","WHITE","15",1993
"16636",NA,"25","FEMALE","WHITE","16",1993
"16637","5","23","FEMALE","WHITE","14",1993
"16638","4","69","FEMALE","WHITE","12",1993
"16639","6","45","MALE","WHITE","12",1993
"16640",NA,"72","FEMALE","WHITE","11",1993
"16641","7","23","FEMALE","WHITE","16",1993
"16642",NA,"57","FEMALE","WHITE","14",1993
"16643","10","45","FEMALE","WHITE","16",1993
"16644","6","38","FEMALE","WHITE","12",1993
"16645","8","57","FEMALE","WHITE","12",1993
"16646","6","30","MALE","WHITE","14",1993
"16647","6","25","FEMALE","OTHER","12",1993
"16648",NA,"26","MALE","WHITE","18",1993
"16649","9","42","FEMALE","WHITE","17",1993
"16650","9","35","MALE","WHITE","14",1993
"16651","6","30","FEMALE","WHITE","12",1993
"16652","5","37","FEMALE","WHITE","14",1993
"16653","7","33","MALE","WHITE","16",1993
"16654","7","54","MALE","WHITE","16",1993
"16655",NA,"40","FEMALE","WHITE","12",1993
"16656","8","38","FEMALE","WHITE","13",1993
"16657",NA,"68","MALE","WHITE","12",1993
"16658","5","72","FEMALE","WHITE","12",1993
"16659","8","35","MALE","WHITE","16",1993
"16660",NA,"25","MALE","WHITE","12",1993
"16661","7","25","FEMALE","WHITE","11",1993
"16662","6","20","MALE","WHITE","15",1993
"16663","8","55","FEMALE","WHITE","12",1993
"16664",NA,"34","MALE","WHITE","12",1993
"16665",NA,"29","FEMALE","WHITE","12",1993
"16666",NA,"44","MALE","WHITE","9",1993
"16667",NA,"71","FEMALE","WHITE","9",1993
"16668","4","21","FEMALE","WHITE","11",1993
"16669","8","34","FEMALE","WHITE","16",1993
"16670",NA,"59","FEMALE","WHITE","12",1993
"16671",NA,"60","MALE","WHITE","11",1993
"16672","4","20","FEMALE","WHITE","12",1993
"16673","5","43","MALE","WHITE","12",1993
"16674",NA,"30","FEMALE","WHITE","10",1993
"16675",NA,"35","MALE","WHITE","13",1993
"16676",NA,"45","FEMALE","WHITE","10",1993
"16677","7","36","FEMALE","WHITE","14",1993
"16678","5","29","MALE","WHITE","16",1993
"16679","7","23","FEMALE","OTHER","16",1993
"16680","6","21","FEMALE","WHITE","12",1993
"16681","7","28","FEMALE","WHITE","16",1993
"16682","5","51","FEMALE","WHITE","8",1993
"16683","5","70","FEMALE","WHITE","12",1993
"16684",NA,"39","FEMALE","WHITE","12",1993
"16685",NA,"83","FEMALE","WHITE","12",1993
"16686","1","31","FEMALE","OTHER","12",1993
"16687","5","24","FEMALE","BLACK","11",1993
"16688",NA,"29","FEMALE","BLACK","11",1993
"16689","7","51","FEMALE","WHITE","14",1993
"16690",NA,"53","FEMALE","WHITE","15",1993
"16691","9","77","FEMALE","WHITE","16",1993
"16692","5","37","FEMALE","WHITE","12",1993
"16693","9","77","FEMALE","WHITE","12",1993
"16694",NA,"46","FEMALE","WHITE","12",1993
"16695","6","27","MALE","WHITE","9",1993
"16696",NA,"25","FEMALE","WHITE","9",1993
"16697",NA,"39","MALE","WHITE","12",1993
"16698","7","60","MALE","WHITE","12",1993
"16699","4","28","MALE","WHITE","12",1993
"16700","5","69","MALE","WHITE","8",1993
"16701","8","20","FEMALE","WHITE","14",1993
"16702","7","71","FEMALE","WHITE","10",1993
"16703",NA,"58","MALE","WHITE","12",1993
"16704",NA,"39","FEMALE","WHITE","12",1993
"16705","4","51","MALE","WHITE","12",1993
"16706","9","50","FEMALE","WHITE","16",1993
"16707",NA,"32","MALE","OTHER","12",1993
"16708","4","26","FEMALE","WHITE","12",1993
"16709","9","48","FEMALE","WHITE","12",1993
"16710","3","58","MALE","WHITE","8",1993
"16711",NA,"85","FEMALE","WHITE","9",1993
"16712",NA,"34","FEMALE","WHITE","12",1993
"16713","6","33","MALE","WHITE","12",1993
"16714","4","44","MALE","WHITE","12",1993
"16715","6","42","MALE","WHITE","12",1993
"16716","6","45","MALE","WHITE","15",1993
"16717","5","32","FEMALE","WHITE","12",1993
"16718","7","33","FEMALE","WHITE","12",1993
"16719",NA,"78","MALE","WHITE","8",1993
"16720","4","29","MALE","WHITE","12",1993
"16721",NA,"28","FEMALE","WHITE","13",1993
"16722","5","23","MALE","WHITE","12",1993
"16723",NA,"25","FEMALE","WHITE","13",1993
"16724","6","42","MALE","WHITE","12",1993
"16725","2","24","MALE","WHITE","9",1993
"16726",NA,"36","FEMALE","WHITE","11",1993
"16727","5","28","MALE","WHITE","12",1993
"16728",NA,"21","FEMALE","WHITE","12",1993
"16729","3","61","MALE","WHITE","4",1993
"16730","5","23","MALE","BLACK","12",1993
"16731",NA,"40","FEMALE","WHITE","17",1993
"16732","5","31","FEMALE","WHITE","12",1993
"16733","4","35","MALE","WHITE","12",1993
"16734",NA,"69","FEMALE","WHITE","11",1993
"16735",NA,"68","FEMALE","WHITE","9",1993
"16736","4","79","FEMALE","WHITE","12",1993
"16737",NA,"73","MALE","WHITE","12",1993
"16738",NA,"45","FEMALE","WHITE","14",1993
"16739",NA,"54","FEMALE","WHITE","16",1993
"16740",NA,"58","MALE","WHITE","16",1993
"16741","9","58","MALE","WHITE","16",1993
"16742",NA,"67","FEMALE","WHITE","16",1993
"16743",NA,"64","FEMALE","WHITE","15",1993
"16744",NA,"74","FEMALE","WHITE","12",1993
"16745","6","44","FEMALE","BLACK","12",1993
"16746","6","30","MALE","WHITE","14",1993
"16747","10","34","FEMALE","WHITE","16",1993
"16748","7","79","FEMALE","WHITE","12",1993
"16749","4","45","MALE","WHITE","13",1993
"16750","5","78","FEMALE","WHITE","12",1993
"16751","5","47","MALE","WHITE","12",1993
"16752",NA,"50","FEMALE","WHITE","12",1993
"16753","8","38","FEMALE","WHITE","11",1993
"16754","7","31","FEMALE","WHITE","12",1993
"16755","6","55","FEMALE","WHITE","12",1993
"16756","7","25","MALE","WHITE","16",1993
"16757",NA,"40","MALE","WHITE","12",1993
"16758",NA,"36","FEMALE","WHITE","12",1993
"16759",NA,"49","FEMALE","WHITE","12",1993
"16760",NA,"64","MALE","WHITE","8",1993
"16761","5","42","MALE","WHITE","13",1993
"16762",NA,"42","FEMALE","WHITE","10",1993
"16763","4","29","MALE","WHITE","9",1993
"16764",NA,"19","MALE","WHITE","11",1993
"16765","6","26","FEMALE","WHITE","13",1993
"16766",NA,"60","MALE","BLACK","14",1993
"16767","5","25","FEMALE","WHITE","14",1993
"16768","8","44","MALE","WHITE","17",1993
"16769","6","31","FEMALE","WHITE","12",1993
"16770","7","53","FEMALE","WHITE","12",1993
"16771","6","38","MALE","WHITE","12",1993
"16772",NA,"60","FEMALE","WHITE","7",1993
"16773",NA,"48","FEMALE","WHITE","12",1993
"16774","6","34","FEMALE","WHITE","18",1993
"16775",NA,"69","FEMALE","WHITE","13",1993
"16776",NA,"48","FEMALE","WHITE","8",1993
"16777","10","79","FEMALE","WHITE","12",1993
"16778",NA,"49","FEMALE","WHITE","16",1993
"16779","10","33","MALE","WHITE","19",1993
"16780",NA,"55","FEMALE","WHITE","16",1993
"16781","9","56","FEMALE","WHITE","12",1993
"16782","3","21","MALE","WHITE","12",1993
"16783","8","36","MALE","WHITE","17",1993
"16784","8","65","MALE","WHITE","14",1993
"16785","1","59","MALE","WHITE","16",1993
"16786","8","50","FEMALE","WHITE","16",1993
"16787",NA,"78","FEMALE","BLACK","12",1993
"16788","6","74","MALE","BLACK","10",1993
"16789","6","31","MALE","BLACK","12",1993
"16790","6","89 OR OLDER","FEMALE","BLACK","14",1993
